country,iso3,year,region,gdp_pc,gini,homicide_rate
Latvia,LVA,2014,Europe,29243.742,0.351136177778244,3.209389
Latvia,LVA,2015,Europe,30599.613,0.3420246839523315,3.3874876
Latvia,LVA,2016,Europe,31668.516,0.3432884216308594,3.5206542
Latvia,LVA,2017,Europe,33036.39,0.3557101488113403,4.1696825
Latvia,LVA,2018,Europe,34729.707,0.3509570658206939,4.3577776
Latvia,LVA,2019,Europe,35208.195,0.3448910713195801,3.3955626
Latvia,LVA,2020,Europe,34225.9,0.3570395112037658,3.6820333
Latvia,LVA,2021,Europe,36912.01,0.3425582945346832,3.0229313
Latvia,LVA,2022,Europe,37718.71,0.3367584645748138,3.5618157
Latvia,LVA,2023,Europe,37277.723,0.3397468030452728,2.4968178
Morocco,MAR,1990,Africa,4418.66,0.3920690417289734,0.36511996
Morocco,MAR,1998,Africa,5033.9233,0.3935391306877136,2.012914
Morocco,MAR,2000,Africa,5100.1157,0.4063694179058075,1.621901
Morocco,MAR,2006,Africa,6488.674,0.4071830213069916,1.6183976
Morocco,MAR,2013,Africa,7839.032,0.3954850733280182,1.2696977
Moldova,MDA,1997,Europe,6185.8394,0.3694214224815368,9.50514
Moldova,MDA,1998,Europe,5783.486,0.3951853811740875,8.68314
Moldova,MDA,1999,Europe,5597.4653,0.4262399077415466,9.139324
Moldova,MDA,2000,Europe,5727.079,0.3642438948154449,10.224402
Moldova,MDA,2001,Europe,6090.0347,0.3798802495002746,9.8096075
Moldova,MDA,2002,Europe,6580.2783,0.3584590852260589,9.679141
Moldova,MDA,2003,Europe,7034.358,0.3490208387374878,7.78919
Moldova,MDA,2004,Europe,7573.6177,0.3502956628799438,6.845135
Moldova,MDA,2005,Europe,8161.4736,0.3628083765506744,7.421023
Moldova,MDA,2006,Europe,8577.028,0.3539981842041015,6.6814294
Moldova,MDA,2007,Europe,8854.834,0.3442104160785675,5.634321
Moldova,MDA,2008,Europe,9563.698,0.3469244241714477,6.2442055
Moldova,MDA,2009,Europe,9001.234,0.3291090726852417,6.6375084
Moldova,MDA,2010,Europe,9649.951,0.3205091953277588,7.2962728
Moldova,MDA,2011,Europe,10217.309,0.3062857687473297,6.072079
Moldova,MDA,2012,Europe,10158.386,0.2915883958339691,6.575497
Moldova,MDA,2013,Europe,11080.063,0.2853415906429291,6.71803
Moldova,MDA,2014,Europe,11641.121,0.268338531255722,4.816453
Moldova,MDA,2015,Europe,11691.08,0.270281583070755,5.749636
Moldova,MDA,2016,Europe,12377.366,0.263453871011734,6.1770453
Moldova,MDA,2017,Europe,13118.822,0.2589924335479736,4.4152217
Moldova,MDA,2018,Europe,13895.504,0.256616473197937,5.263537
Moldova,MDA,2019,Europe,14621.24,0.2601664662361145,3.8874729
Moldova,MDA,2020,Europe,13559.26,0.2504570484161377,3.0301738
Moldova,MDA,2021,Europe,15682.07,0.257316380739212,2.1826994
Moldova,MDA,2022,Europe,15358.016,0.2586444616317749,2.4671178
Moldova,MDA,2023,Europe,15990.4795,0.2676475346088409,2.5431437
Maldives,MDV,2002,Asia,13689.807,0.4131202697753906,2.7433338
Maldives,MDV,2009,Asia,16230.009,0.3837276399135589,1.7227765
Maldives,MDV,2019,Asia,21855.502,0.292850911617279,0.6150932
Mexico,MEX,1992,North America,17796.406,0.5231072306632996,19.285301
Mexico,MEX,1994,North America,18422.82,0.5342220664024353,17.74495
Mexico,MEX,1996,North America,17775.873,0.5197122693061829,15.689103
Mexico,MEX,1998,North America,19573.066,0.5328314900398254,14.2882185
Mexico,MEX,2000,North America,20470.494,0.5341742038726807,10.886631
Mexico,MEX,2002,North America,19744.793,0.505828857421875,9.934157
Mexico,MEX,2004,North America,20127.225,0.5034302473068237,8.936326
Mexico,MEX,2005,North America,20277.256,0.5093890428543091,9.376107
Mexico,MEX,2006,North America,20965.826,0.4971226453781128,9.745122
Mexico,MEX,2008,North America,20992.56,0.5084356069564819,12.689549
Mexico,MEX,2010,North America,20058.385,0.4765793085098266,22.668648
Mexico,MEX,2012,North America,20898.936,0.4959723353385925,22.228556
Mexico,MEX,2014,North America,21069.766,0.4891233742237091,16.705032
Mexico,MEX,2016,North America,21578.264,0.4691242277622223,20.08894
Mexico,MEX,2018,North America,21997.773,0.4595489203929901,29.44843
Mexico,MEX,2020,North America,19728.482,0.4459430575370788,29.001005
Mexico,MEX,2022,North America,21391.857,0.4345400631427765,25.881496
North Macedonia,MKD,2009,Europe,15304.198,0.4276077151298523,1.6985357
North Macedonia,MKD,2010,Europe,15919.69,0.4006554782390594,2.0960221
North Macedonia,MKD,2011,Europe,16367.035,0.3936067521572113,1.4702672
North Macedonia,MKD,2012,Europe,16356.34,0.3813239634037018,1.4304821
North Macedonia,MKD,2013,Europe,16897.016,0.3623913824558258,1.0927442
North Macedonia,MKD,2014,Europe,17557.338,0.3520165979862213,1.7518977
North Macedonia,MKD,2015,Europe,18283.209,0.3559069335460663,1.2623929
North Macedonia,MKD,2016,Europe,18864.291,0.3453451991081238,0.9687652
North Macedonia,MKD,2017,Europe,19145.25,0.3419890701770782,1.5972148
North Macedonia,MKD,2018,Europe,19796.906,0.3296046853065491,1.3022674
North Macedonia,MKD,2019,Europe,20711.266,0.3350583016872406,1.2120311
Malta,MLT,2006,Europe,31798.629,0.2801997661590576,0.0
Malta,MLT,2007,Europe,33283.85,0.2920773327350616,0.9587808
Malta,MLT,2008,Europe,34526.49,0.2899550795555115,1.4320868
Malta,MLT,2009,Europe,33789.06,0.3024443387985229,0.95058274
Malta,MLT,2010,Europe,35707.266,0.2902576029300689,0.94640845
Malta,MLT,2011,Europe,35909.082,0.2914210557937622,0.70649993
Malta,MLT,2012,Europe,37047.32,0.2936043441295624,2.8128703
Malta,MLT,2013,Europe,38935.188,0.2884366512298584,1.6337867
Malta,MLT,2014,Europe,41068.21,0.2902034521102905,1.3809469
Malta,MLT,2015,Europe,43930.92,0.2943377196788788,0.89891577
Malta,MLT,2016,Europe,44687.773,0.2908901572227478,1.0982518
Malta,MLT,2017,Europe,49122.473,0.2923223674297333,1.9234776
Malta,MLT,2018,Europe,50826.293,0.2866508662700653,1.6509908
Malta,MLT,2019,Europe,50801.957,0.3104176521301269,0.992033
Malta,MLT,2020,Europe,47944.016,0.3140377998352051,1.3508128
Malta,MLT,2021,Europe,54094.99,0.3156505525112152,0.38140535
Malta,MLT,2022,Europe,54085.125,0.3458727598190307,1.5146008
Myanmar,MMR,2015,Asia,5313.886,0.3806850910186767,2.548491
Myanmar,MMR,2017,Asia,5877.8745,0.3069686889648437,2.6823425
Montenegro,MNE,2012,Europe,18627.016,0.4120616912841797,2.6833348
Montenegro,MNE,2013,Europe,19221.592,0.3902172744274139,1.5792736
Montenegro,MNE,2014,Europe,19640.703,0.3876928687095642,3.167687
Montenegro,MNE,2015,Europe,20107.012,0.390050321817398,2.7063816
Montenegro,MNE,2016,Europe,20775.205,0.3846650123596191,4.485393
Montenegro,MNE,2017,Europe,21421.932,0.3688092231750488,2.418912
Montenegro,MNE,2018,Europe,22419.482,0.3680895864963531,2.2734838
Montenegro,MNE,2019,Europe,23392.812,0.3566539585590362,3.760219
Montenegro,MNE,2020,Europe,19890.791,0.3541229665279388,2.9608428
Montenegro,MNE,2021,Europe,22541.088,0.3429697453975677,2.4840586
Mongolia,MNG,2007,Asia,8750.134,0.3582186996936798,11.3115
Mongolia,MNG,2010,Asia,9507.119,0.3308121263980865,8.846177
Mongolia,MNG,2011,Asia,10960.096,0.338835060596466,9.689709
Mongolia,MNG,2012,Asia,12078.919,0.3375161588191986,7.1186876
Mongolia,MNG,2014,Asia,13943.428,0.3203778862953186,7.3119526
Mongolia,MNG,2016,Asia,13898.1455,0.3234573304653168,6.0510154
Mongolia,MNG,2018,Asia,15230.241,0.3274098932743072,6.187443
Mongolia,MNG,2022,Asia,15310.435,0.3141647577285766,5.965715
Mozambique,MOZ,2002,Africa,842.64526,0.4694815576076507,5.485713
Mozambique,MOZ,2008,Africa,1141.9425,0.4548299908638,4.5602384
Mauritania,MRT,2019,Africa,6162.2104,0.3199674785137176,1.0743763
Mauritius,MUS,2012,Africa,20425.707,0.3846539855003357,2.17194
Mauritius,MUS,2017,Africa,24361.875,0.3676120638847351,2.5568414
Malawi,MWI,2004,Africa,1208.2197,0.3987215161323547,3.287806
Malawi,MWI,2010,Africa,1504.3751,0.4547301530838012,3.5072424
Malaysia,MYS,1992,Asia,13567.894,0.4765372276306152,1.9432349
Malaysia,MYS,1995,Asia,16568.516,0.4852266311645508,1.947803
Malaysia,MYS,1997,Asia,18604.514,0.4914964735507965,2.52629
Malaysia,MYS,2003,Asia,19329.006,0.4641619324684143,2.28934
Malaysia,MYS,2006,Asia,21444.486,0.4475235044956207,2.2257628
Malaysia,MYS,2008,Asia,22898.002,0.4547971189022064,2.1653926
Malaysia,MYS,2011,Asia,24115.818,0.4394359588623047,1.8174312
Malaysia,MYS,2013,Asia,25736.354,0.4134882688522339,2.0779297
Malaysia,MYS,2015,Asia,27699.627,0.4106639921665191,1.5944778
Malaysia,MYS,2018,Asia,30459.965,0.4117677509784698,0.9814358
Malaysia,MYS,2021,Asia,29822.85,0.4066842794418335,0.70881855
Namibia,NAM,2009,Africa,10166.29,0.6096469759941101,18.677252
Niger,NER,2011,Africa,1318.1013,0.3145171403884887,4.8380666
Nicaragua,NIC,1993,North America,3934.0928,0.5712127685546875,17.109247
Nicaragua,NIC,1998,North America,4502.598,0.5437584519386292,13.084461
Nicaragua,NIC,2001,North America,4958.3276,0.5287476778030396,10.554608
Nicaragua,NIC,2005,North America,5356.9585,0.4882003664970398,13.646305
Nicaragua,NIC,2009,North America,5538.3657,0.4394162595272064,14.178125
Nicaragua,NIC,2014,North America,6712.2173,0.4615629315376282,8.654096
Netherlands,NLD,1990,Europe,43128.312,0.3108676373958587,0.8981511
Netherlands,NLD,1993,Europe,44490.758,0.3043155074119568,1.247586
Netherlands,NLD,1999,Europe,54134.363,0.2806339561939239,1.273511
Netherlands,NLD,2004,Europe,57391.363,0.2980000972747803,1.1628214
Netherlands,NLD,2005,Europe,58422.01,0.2904823124408722,1.0567416
Netherlands,NLD,2006,Europe,60391.543,0.3004332780838012,0.77604675
Netherlands,NLD,2007,Europe,62601.62,0.2959277927875519,0.8650228
Netherlands,NLD,2008,Europe,63678.402,0.2929801344871521,0.9037638
Netherlands,NLD,2009,Europe,61029.73,0.2788199782371521,0.92303175
Netherlands,NLD,2010,Europe,61518.555,0.2784523963928222,0.85861295
Netherlands,NLD,2011,Europe,62318.14,0.2775008678436279,0.8486115
Netherlands,NLD,2012,Europe,61480.812,0.27620929479599,0.8572175
Netherlands,NLD,2013,Europe,61281.29,0.2810648083686828,0.7367215
Netherlands,NLD,2014,Europe,62045.855,0.2863141894340515,0.7222511
Netherlands,NLD,2015,Europe,63081.395,0.2824158072471618,0.6079229
Netherlands,NLD,2016,Europe,64267.74,0.2817356884479522,0.5463626
Netherlands,NLD,2017,Europe,65666.0,0.2853580713272095,0.7623285
Netherlands,NLD,2018,Europe,66758.266,0.2812103927135467,0.57401067
Netherlands,NLD,2019,Europe,67847.85,0.2924832701683044,0.71275806
Netherlands,NLD,2020,Europe,64862.19,0.2599421143531799,0.6860682
Netherlands,NLD,2021,Europe,68573.56,0.2574386894702911,0.71063733
Norway,NOR,1991,Europe,58588.47,0.2522628605365753,1.1732621
Norway,NOR,1995,Europe,66762.16,0.2601963579654693,0.9635254
Norway,NOR,2000,Europe,77587.21,0.2735878527164459,1.068836
Norway,NOR,2004,Europe,82440.95,0.3157806992530823,0.7840161
Norway,NOR,2005,Europe,84080.0,0.3059702813625335,0.71380305
Norway,NOR,2006,Europe,85458.55,0.2635383903980255,0.70807946
Norway,NOR,2007,Europe,87043.5,0.2709064781665802,0.63707656
Norway,NOR,2008,Europe,86379.664,0.2699634432792663,0.7130721
Norway,NOR,2009,Europe,83642.07,0.2615822851657867,0.60058534
Norway,NOR,2010,Europe,83256.79,0.2572370767593384,0.5931487
Norway,NOR,2011,Europe,83092.44,0.2530016899108886,2.2410805
Norway,NOR,2012,Europe,84237.15,0.2572599649429321,0.53801394
Norway,NOR,2013,Europe,84070.46,0.2636111080646515,0.9054896
Norway,NOR,2014,Europe,84830.26,0.2675256133079529,0.5644884
Norway,NOR,2015,Europe,85550.3,0.2749675512313843,0.46244815
Norway,NOR,2016,Europe,85787.62,0.2849334180355072,0.5156625
Norway,NOR,2017,Europe,87194.11,0.2698674499988556,0.5306244
Norway,NOR,2018,Europe,87338.47,0.2756024301052093,0.47065446
Norway,NOR,2019,Europe,87725.73,0.2774184346199035,0.5235866
Norway,NOR,2020,Europe,86096.055,0.2839288413524627,0.576286
Norway,NOR,2021,Europe,88984.14,0.2908912599086761,0.5362336
Norway,NOR,2022,Europe,91051.086,0.269462525844574,0.5497726
Norway,NOR,2023,Europe,90085.44,0.2653081119060516,0.72474706
Nepal,NPL,2003,Asia,2439.4949,0.4376810491085052,2.9468143
Nepal,NPL,2010,Asia,3085.314,0.3284058570861816,2.9734526
Kosovo,OWID_KOS,2017,Europe,10856.29,0.4419405162334442,2.7147493
Kosovo,OWID_KOS,2018,Europe,11188.225,0.4459293186664581,2.4890523
Kosovo,OWID_KOS,2019,Europe,11774.118,0.4020540416240692,1.3674886
Kosovo,OWID_KOS,2020,Europe,11137.503,0.5741402506828308,2.112575
Kosovo,OWID_KOS,2021,Europe,12362.421,0.4938461780548095,1.8949775
Pakistan,PAK,1990,Asia,3199.7297,0.3324797451496124,7.067246
Pakistan,PAK,1996,Asia,3526.1416,0.2866498827934265,6.540264
Pakistan,PAK,1998,Asia,3454.1768,0.3312329351902008,6.9927897
Pakistan,PAK,2001,Asia,3559.7278,0.2865301966667175,6.0230713
Pakistan,PAK,2004,Asia,3859.646,0.3088610768318176,5.6128345
Pakistan,PAK,2005,Asia,4042.1545,0.3126125335693359,5.5752754
Pakistan,PAK,2007,Asia,4257.926,0.2966950237751007,5.721619
Pakistan,PAK,2010,Asia,4228.7817,0.2878086268901825,6.620188
Pakistan,PAK,2011,Asia,4246.067,0.2969795763492584,6.8025856
Pakistan,PAK,2013,Asia,4407.147,0.2952857315540313,6.602898
Pakistan,PAK,2015,Asia,4645.286,0.3129126727581024,4.3655767
Pakistan,PAK,2018,Asia,5255.0635,0.2958926558494568,3.631534
Panama,PAN,1991,North America,10994.55,0.5797843933105469,11.721248
Panama,PAN,1995,North America,12086.644,0.5762895345687866,13.837111
Panama,PAN,1997,North America,13013.891,0.5811877250671387,11.10447
Panama,PAN,1998,North America,13826.532,0.5733296275138855,9.710032
Panama,PAN,1999,North America,14261.741,0.5632699728012085,9.655054
Panama,PAN,2000,North America,14572.976,0.565790593624115,9.932339
Panama,PAN,2001,North America,14427.83,0.5669551491737366,9.968932
Panama,PAN,2002,North America,14507.144,0.5608869791030884,12.015298
Panama,PAN,2003,North America,14957.554,0.5564636588096619,10.564902
Panama,PAN,2004,North America,15875.112,0.5477020740509033,9.473557
Panama,PAN,2005,North America,16867.96,0.5379738211631775,10.986937
Panama,PAN,2006,North America,18190.273,0.5463358759880066,6.5481005
Panama,PAN,2007,North America,20208.822,0.5268421769142151,8.116387
Panama,PAN,2008,North America,21867.818,0.5269296169281006,14.083105
Panama,PAN,2009,North America,21822.988,0.5177022218704224,15.767114
Panama,PAN,2010,North America,22739.111,0.5160857439041138,12.677293
Panama,PAN,2011,North America,24999.46,0.5134671926498413,14.863932
Panama,PAN,2012,North America,26926.885,0.5173878073692322,16.944845
Panama,PAN,2013,North America,28135.328,0.5145573616027832,17.33184
Panama,PAN,2014,North America,28931.805,0.5046523809432983,15.518613
Panama,PAN,2015,North America,29933.156,0.5080543160438538,11.893836
Panama,PAN,2016,North America,30765.236,0.5040669441223145,10.051907
Panama,PAN,2017,North America,31979.812,0.4988425076007843,9.222421
Panama,PAN,2018,North America,32681.447,0.4921132326126098,9.6212435
Panama,PAN,2019,North America,33163.727,0.4983735978603363,11.334922
Panama,PAN,2021,North America,30932.764,0.5085777640342712,12.657048
Panama,PAN,2023,North America,35872.95,0.4887566566467285,12.469837
Peru,PER,2011,South America,12726.6,0.4465974271297455,5.518002
Peru,PER,2012,South America,13395.399,0.4444001615047455,6.659816
Peru,PER,2013,South America,14052.138,0.4388271570205688,6.750974
Peru,PER,2014,South America,14244.566,0.4313880801200866,6.8933854
Peru,PER,2015,South America,14542.793,0.4335605502128601,7.377469
Peru,PER,2016,South America,14917.449,0.4363897144794464,7.888813
Peru,PER,2017,South America,15069.522,0.4329266548156738,7.939438
Peru,PER,2018,South America,15386.26,0.4236555993556976,7.687103
Peru,PER,2019,South America,15463.543,0.4152811765670776,7.349927
Peru,PER,2020,South America,13609.6,0.4373981058597564,5.795013
Peru,PER,2021,South America,15280.551,0.4012180268764496,8.604808
Philippines,PHL,1991,Asia,4378.3955,0.4382354915142059,13.523914
Philippines,PHL,1994,Asia,4374.0674,0.4288838803768158,9.339417
Philippines,PHL,2000,Asia,4740.439,0.4279947280883789,7.202476
Philippines,PHL,2009,Asia,5965.307,0.4176033735275268,9.628725
Philippines,PHL,2012,Asia,6697.556,0.4222432971000671,8.469135
Philippines,PHL,2018,Asia,9016.286,0.3781170547008514,5.1623673
Philippines,PHL,2023,Asia,9898.533,0.3520348668098449,4.3475914
Papua New Guinea,PNG,2009,Oceania,3349.6436,0.4185040891170501,9.410731
Poland,POL,1992,Europe,12141.235,0.2929856181144714,2.2414815
Poland,POL,1995,Europe,14227.566,0.345999002456665,2.2233999
Poland,POL,1999,Europe,17556.002,0.322562038898468,1.9353467
Poland,POL,2008,Europe,25553.906,0.3348563313484192,0.8579873
Poland,POL,2009,Europe,26204.41,0.3335572183132171,1.0183634
Poland,POL,2010,Europe,27112.133,0.3321481049060821,1.007997
Poland,POL,2011,Europe,28521.662,0.3318064510822296,1.1044621
Poland,POL,2012,Europe,28952.916,0.3302015960216522,1.0693407
Poland,POL,2013,Europe,29168.625,0.3313732147216797,0.7971926
Poland,POL,2014,Europe,30334.879,0.3282444477081299,0.75003046
Poland,POL,2015,Europe,31700.37,0.317509114742279,0.7787528
Poland,POL,2016,Europe,32675.305,0.3118916749954223,0.6795029
Poland,POL,2017,Europe,34354.598,0.296852707862854,0.75022954
Poland,POL,2018,Europe,36500.41,0.3021489977836609,0.71389216
Poland,POL,2019,Europe,38181.62,0.2876017689704895,0.66185516
Poland,POL,2020,Europe,37852.8,0.2846260070800781,0.6968639
Poland,POL,2021,Europe,41059.586,0.2847950458526611,0.71765995
Poland,POL,2022,Europe,43405.023,0.2885818481445312,0.70338625
Poland,POL,2023,Europe,43672.766,0.2846678793430328,0.8023147
Portugal,PRT,2005,Europe,35870.31,0.3848007321357727,1.2853478
Portugal,PRT,2010,Europe,36703.113,0.358446717262268,1.1721711
Portugal,PRT,2011,Europe,36127.297,0.3634467720985412,1.0798469
Portugal,PRT,2012,Europe,34804.633,0.3603479266166687,1.1604514
Portugal,PRT,2013,Europe,34651.773,0.3618710339069366,1.3768971
Portugal,PRT,2014,Europe,35097.41,0.355621725320816,0.88408846
Portugal,PRT,2015,Europe,35803.36,0.3552330136299133,0.9642953
Portugal,PRT,2016,Europe,36636.297,0.3519051969051361,0.63790476
Portugal,PRT,2017,Europe,37943.113,0.3380384147167206,0.7356611
Portugal,PRT,2018,Europe,39123.613,0.3349256217479706,0.7844768
Portugal,PRT,2019,Europe,40188.285,0.3276274800300598,0.7057768
Portugal,PRT,2020,Europe,36852.23,0.34668630361557,0.7810602
Portugal,PRT,2021,Europe,38657.668,0.3459201753139496,0.78914785
Portugal,PRT,2022,Europe,41070.86,0.3625220358371734,0.71997195
Paraguay,PRY,2001,South America,9749.259,0.5462630987167358,25.329197
Paraguay,PRY,2002,South America,9610.748,0.5727429986000061,26.077066
Paraguay,PRY,2003,South America,9903.45,0.5493751168251038,24.124947
Paraguay,PRY,2004,South America,10187.194,0.5226007103919983,22.438026
Paraguay,PRY,2005,South America,10290.101,0.5138111710548401,16.280914
Paraguay,PRY,2006,South America,10672.993,0.5299407839775085,13.478294
Paraguay,PRY,2007,South America,11141.87,0.5304040908813477,14.084288
Paraguay,PRY,2008,South America,11751.14,0.5070464611053467,14.839032
Paraguay,PRY,2009,South America,11601.285,0.4914507865905761,14.476561
Paraguay,PRY,2010,South America,12738.576,0.5098243951797485,12.913972
Paraguay,PRY,2011,South America,13109.467,0.5230962634086609,11.299093
Paraguay,PRY,2012,South America,12834.802,0.4763356447219848,11.005581
Paraguay,PRY,2013,South America,13700.703,0.4793535768985748,10.096207
Paraguay,PRY,2014,South America,14219.3545,0.5070264339447021,9.522537
Paraguay,PRY,2015,South America,14427.601,0.4760573208332062,10.017693
Paraguay,PRY,2016,South America,14826.664,0.4789971709251404,10.705497
Paraguay,PRY,2017,South America,15320.337,0.4854749143123626,8.534926
Paraguay,PRY,2018,South America,15592.984,0.4595510065555572,7.7325425
Paraguay,PRY,2019,South America,15321.324,0.4565063714981079,8.503378
Paraguay,PRY,2020,South America,14991.66,0.4348194301128387,7.283752
Paraguay,PRY,2021,South America,15406.167,0.4290512204170227,7.8543644
Paraguay,PRY,2022,South America,15259.1455,0.4459167122840881,6.981769
Paraguay,PRY,2023,South America,15826.088,0.4417574405670166,6.779516
Palestine,PSE,2004,Asia,4503.0806,0.3404465913772583,2.7624488
Palestine,PSE,2005,Asia,4885.0728,0.3474262356758117,2.3331645
Palestine,PSE,2009,Asia,5270.663,0.3446397483348846,1.1220924
Palestine,PSE,2010,Asia,5432.2437,0.3529443144798279,0.9708942
Palestine,PSE,2011,Asia,5805.3213,0.3441523611545563,0.72887933
Palestine,PSE,2016,Asia,6464.1333,0.3369004130363464,0.41012454
Qatar,QAT,2017,Asia,115064.836,0.351283848285675,0.44334275
Romania,ROU,1992,Europe,12555.141,0.2546172738075256,3.661774
